"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1412","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","#00706","","","Goodra","","Sap Sipper Hydration Gooey","90","100","70","110","150",80
"1414","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","#00707","","","Klefki","","Prankster Magician","57","80","91","80","87",75
"1416","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","#00708","","","Phantump","","Natural Cure Frisk Harvest","43","70","48","50","60",38
"1418","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","#00709","","","Trevenant","","Natural Cure Frisk Harvest","85","110","76","65","82",56
"1420","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","#00710","","","Pumpkaboo","","Pickup Frisk Insomnia","49","66","70","44","55",51
"1422","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","#00711","","","Gourgeist","","Pickup Frisk Insomnia","65","90","122","58","75",84
"1424","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","#00712","","","Bergmite","","Own Tempo Ice Body Sturdy","55","69","85","32","35",28
"1426","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","#00713","","","Avalugg","","Own Tempo Ice Body Sturdy","95","117","184","44","46",28
"1428","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","#00714","","","Noibat","","Frisk Infiltrator Telepathy","40","30","35","45","40",55
"1430","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","#00715","","","Noivern","","Frisk Infiltrator Telepathy","85","70","80","97","80",123
"1432","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","#00716","","","Xerneas","","Fairy Aura","126","131","95","131","98",99
"1434","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","#00717","","","Yveltal","","Dark Aura","126","131","95","131","98",99
"1436","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","#00718","","","Zygarde","","Aura Break","108","100","121","81","95",95
"1438","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","#00719","","","Diancie","","Clear Body","50","100","150","100","150",50
"1440","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","#00720","","","Hoopa","","Magician","80","110","60","150","130",70
"1442","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","#00721","","","Volcanion","","Water Absorb","80","110","120","130","90",70
"1444","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","#00722","","","Rowlet","","Overgrow Long Reach","68","55","55","50","50",42
"1446","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","#00723","","","Dartrix","","Overgrow Long Reach","78","75","75","70","70",52
"1448","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","#00724","","","Decidueye","","Overgrow Long Reach","78","107","75","100","100",70
"1450","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","#00725","","","Litten","","Blaze Intimidate","45","65","40","60","40",70
"1452","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","#00726","","","Torracat","","Blaze Intimidate","65","85","50","80","50",90
"1454","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","#00727","","","Incineroar","","Blaze Intimidate","95","115","90","80","90",60
"1456","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","#00728","","","Popplio","","Torrent Liquid Voice","50","54","54","66","56",40
"1458","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","#00729","","","Brionne","","Torrent Liquid Voice","60","69","69","91","81",50
"1460","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","#00730","","","Primarina","","Torrent Liquid Voice","80","74","74","126","116",60
"1462","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","#00731","","","Pikipek","","Keen Eye Skill Link Pickup","35","75","30","30","30",65
"1464","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","#00732","","","Trumbeak","","Keen Eye Skill Link Pickup","55","85","50","40","50",75
"1466","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","#00733","","","Toucannon","","Keen Eye Skill Link Sheer Force","80","120","75","75","75",60
"1468","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","#00734","","","Yungoos","","Stakeout Strong Jaw Adaptability","48","70","30","30","30",45
"1470","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","#00735","","","Gumshoos","","Stakeout Strong Jaw Adaptability","88","110","60","55","60",45
"1472","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","#00736","","","Grubbin","","Swarm","47","62","45","55","45",46
"1474","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","#00737","","","Charjabug","","Battery","57","82","95","55","75",36
"1476","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","#00738","","","Vikavolt","","Levitate","77","70","90","145","75",43
"1478","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","#00739","","","Crabrawler","","Hyper Cutter Iron Fist Anger Point","47","82","57","42","47",63
"1480","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","#00740","","","Crabominable","","Hyper Cutter Iron Fist Anger Point","97","132","77","62","67",43
"1482","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","#00741","","","Oricorio","","Dancer","75","70","70","98","70",93
"1484","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","#00742","","","Cutiefly","","Honey Gather Shield Dust Sweet Veil","40","45","40","55","40",84
"1486","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","#00743","","","Ribombee","","Honey Gather Shield Dust Sweet Veil","60","55","60","95","70",124
"1488","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","#00744","","","Rockruff","","Keen Eye Vital Spirit Steadfast","45","65","40","30","40",60
"1490","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","#00745","","","Lycanroc","","Keen Eye Sand Rush Steadfast","75","115","65","55","65",112
"1492","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","#00746","","","Wishiwashi","","Schooling","45","20","20","25","25",40
"1494","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","#00747","","","Mareanie","","Merciless Limber Regenerator","50","53","62","43","52",45
"1496","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","#00748","","","Toxapex","","Merciless Limber Regenerator","50","63","152","53","142",35
"1498","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","#00749","","","Mudbray","","Own Tempo Stamina Inner Focus","70","100","70","45","55",45
"1500","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","#00750","","","Mudsdale","","Own Tempo Stamina Inner Focus","100","125","100","55","85",35
"1502","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","#00751","","","Dewpider","","Water Bubble Water Absorb","38","40","52","40","72",27
"1504","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","#00752","","","Araquanid","","Water Bubble Water Absorb","68","70","92","50","132",42
"1506","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","#00753","","","Fomantis","","Leaf Guard Contrary","40","55","35","50","35",35
"1508","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","#00754","","","Lurantis","","Leaf Guard Contrary","70","105","90","80","90",45
"1510","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","#00755","","","Morelull","","Illuminate Effect Spore Rain Dish","40","35","55","65","75",15
"1512","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","#00756","","","Shiinotic","","Illuminate Effect Spore Rain Dish","60","45","80","90","100",30
"1514","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","#00757","","","Salandit","","Corrosion Oblivious","48","44","40","71","40",77
"1516","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","#00758","","","Salazzle","","Corrosion Oblivious","68","64","60","111","60",117
"1518","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","#00759","","","Stufful","","Fluffy Klutz Cute Charm","70","75","50","45","50",50
"1520","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","#00760","","","Bewear","","Fluffy Klutz Unnerve","120","125","80","55","60",60
"1522","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","#00761","","","Bounsweet","","Leaf Guard Oblivious Sweet Veil","42","30","38","30","38",32
"1524","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","#00762","","","Steenee","","Leaf Guard Oblivious Sweet Veil","52","40","48","40","48",62
"1526","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","#00763","","","Tsareena","","Leaf Guard Queenly Majesty Sweet Veil","72","120","98","50","98",72
"1528","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","#00764","","","Comfey","","Flower Veil Triage Natural Cure","51","52","90","82","110",100
"1530","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","#00765","","","Oranguru","","Inner Focus Telepathy Symbiosis","90","60","80","90","110",60
"1532","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","#00766","","","Passimian","","Receiver Defiant","100","120","90","40","60",80
"1534","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","#00767","","","Wimpod","","Wimp Out","25","35","40","20","30",80
"1536","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","#00768","","","Golisopod","","Emergency Exit","75","125","140","60","90",40
"1538","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","#00769","","","Sandygast","","Water Compaction Sand Veil","55","55","80","70","45",15
"1540","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","#00770","","","Palossand","","Water Compaction Sand Veil","85","75","110","100","75",35
"1542","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","#00771","","","Pyukumuku","","Innards Out Unaware","55","60","130","30","130",5
"1544","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1545","#00772","","","Type: Null","","Battle Armor","95","95","95","95","95",59
"1546","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","#00773","","","Silvally","","RKS System","95","95","95","95","95",95
"1548","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","#00774","","","Minior","","Shields Down","60","60","100","60","100",60
"1550","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551","#00775","","","Komala","","Comatose","65","115","65","75","95",65
"1552","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","#00776","","","Turtonator","","Shell Armor","60","78","135","91","85",36
"1554","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555","#00777","","","Togedemaru","","Iron Barbs Lightning Rod Sturdy","65","98","63","40","73",96
"1556","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557","#00778","","","Mimikyu","","Disguise","55","90","80","50","105",96
"1558","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","#00779","","","Bruxish","","Dazzling Strong Jaw Wonder Skin","68","105","70","70","70",92
"1560","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","#00780","","","Drampa","","Berserk Sap Sipper Cloud Nine","78","60","85","135","91",36
"1562","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","#00781","","","Dhelmise","","Steelworker","70","131","100","86","90",40
"1564","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","#00782","","","Jangmo-o","","Bulletproof Soundproof Overcoat","45","55","65","45","45",45
"1566","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","#00783","","","Hakamo-o","","Bulletproof Soundproof Overcoat","55","75","90","65","70",65
"1568","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","#00784","","","Kommo-o","","Bulletproof Soundproof Overcoat","75","110","125","100","105",85
"1570","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","#00785","","","Tapu Koko","","Electric Surge Telepathy","70","115","85","95","75",130
"1572","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","#00786","","","Tapu Lele","","Psychic Surge Telepathy","70","85","75","130","115",95
"1574","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","#00787","","","Tapu Bulu","","Grassy Surge Telepathy","70","130","115","85","95",75
"1576","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","#00788","","","Tapu Fini","","Misty Surge Telepathy","70","75","115","95","130",85
"1578","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","#00789","","","Cosmog","","Unaware","43","29","31","29","31",37
"1580","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","#00790","","","Cosmoem","","Sturdy","43","29","131","29","131",37
"1582","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","#00791","","","Solgaleo","","Full Metal Body","137","137","107","113","89",97
"1584","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","#00792","","","Lunala","","Shadow Shield","137","113","89","137","107",97
"1586","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587","#00793","","","Nihilego","","Beast Boost","109","53","47","127","131",103
"1588","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","#00794","","","Buzzwole","","Beast Boost","107","139","139","53","53",79
"1590","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591","#00795","","","Pheromosa","","Beast Boost","71","137","37","137","37",151
"1592","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","#00796","","","Xurkitree","","Beast Boost","83","89","71","173","71",83
"1594","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","#00797","","","Celesteela","","Beast Boost","97","101","103","107","101",61
"1596","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","#00798","","","Kartana","","Beast Boost","59","181","131","59","31",109
"1598","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","#00799","","","Guzzlord","","Beast Boost","223","101","53","97","53",43
"1600","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","#00800","","","Necrozma","","Prism Armor","97","107","101","127","89",79
"1602","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","#00801","","","Magearna","","Soul-Heart","80","95","115","130","115",65
"1604","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605","#00802","","","Marshadow","","Technician","90","125","80","90","90",125
"1606","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607","#00803","","","Poipole","","Beast Boost","67","73","67","73","67",73
"1608","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","#00804","","","Naganadel","","Beast Boost","73","73","73","127","73",121
"1610","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","#00805","","","Stakataka","","Beast Boost","61","131","211","53","101",13
"1612","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613","#00806","","","Blacephalon","","Beast Boost","53","127","53","151","79",107
"1614","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615","#00807","","","Zeraora","","Volt Absorb","88","112","75","102","80",143
"1616","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","#00808","","","Meltan","","Magnet Pull","46","65","65","55","35",34
"1618","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","#00809","","","Melmetal","","Iron Fist","135","143","143","80","65",34
"1620","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","#00810","","","Grookey","","Overgrow Grassy Surge","50","65","50","40","40",65
"1622","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","#00811","","","Thwackey","","Overgrow Grassy Surge","70","85","70","55","60",80
"1624","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625","#00812","","","Rillaboom","","Overgrow Grassy Surge","100","125","90","60","70",85
"1626","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","#00813","","","Scorbunny","","Blaze Libero","50","71","40","40","40",69
"1628","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1629","#00814","","","Raboot","","Blaze Libero","65","86","60","55","60",94
"1630","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631","#00815","","","Cinderace","","Blaze Libero","80","116","75","65","75",119
"1632","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633","#00816","","","Sobble","","Torrent Sniper","50","40","40","70","40",70
"1634","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1635","#00817","","","Drizzile","","Torrent Sniper","65","60","55","95","55",90
"1636","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637","#00818","","","Inteleon","","Torrent Sniper","70","85","65","125","65",120
"1638","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","#00819","","","Skwovet","","Cheek Pouch Gluttony","70","55","55","35","35",25
"1640","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","#00820","","","Greedent","","Cheek Pouch Gluttony","120","95","95","55","75",20
"1642","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","#00821","","","Rookidee","","Keen Eye Unnerve Big Pecks","38","47","35","33","35",57
"1644","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","#00822","","","Corvisquire","","Keen Eye Unnerve Big Pecks","68","67","55","43","55",77
"1646","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1647","#00823","","","Corviknight","","Pressure Unnerve Mirror Armor","98","87","105","53","85",67
"1648","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","#00824","","","Blipbug","","Swarm Compoundeyes Telepathy","25","20","20","25","45",45
"1650","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","#00825","","","Dottler","","Swarm Compoundeyes Telepathy","50","35","80","50","90",30
"1652","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","#00826","","","Orbeetle","","Swarm Frisk Telepathy","60","45","110","80","120",90
"1654","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","#00827","","","Nickit","","Run Away Unburden Stakeout","40","28","28","47","52",50
"1656","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","#00828","","","Thievul","","Run Away Unburden Stakeout","70","58","58","87","92",90
"1658","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659","#00829","","","Gossifleur","","Cotton Down Regenerator Effect Spore","40","40","60","40","60",10
"1660","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","#00830","","","Eldegoss","","Cotton Down Regenerator Effect Spore","60","50","90","80","120",60
"1662","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","#00831","","","Wooloo","","Fluffy Run Away Bulletproof","42","40","55","40","45",48
"1664","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","#00832","","","Dubwool","","Fluffy Steadfast Bulletproof","72","80","100","60","90",88
"1666","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","#00833","","","Chewtle","","Strong Jaw Shell Armor Swift Swim","50","64","50","38","38",44
"1668","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","#00834","","","Drednaw","","Strong Jaw Shell Armor Swift Swim","90","115","90","48","68",74
"1670","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","#00835","","","Yamper","","Ball Fetch Rattled","59","45","50","40","50",26
"1672","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","#00836","","","Boltund","","Strong Jaw Competitive","69","90","60","90","60",121
"1674","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","#00837","","","Rolycoly","","Steam Engine Heatproof Flash Fire","30","40","50","40","50",30
"1676","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","#00838","","","Carkol","","Steam Engine Flame Body Flash Fire","80","60","90","60","70",50
"1678","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","#00839","","","Coalossal","","Steam Engine Flame Body Flash Fire","110","80","120","80","90",30
"1680","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","#00840","","","Applin","","Ripen Gluttony Bulletproof","40","40","80","40","40",20
"1682","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","#00841","","","Flapple","","Ripen Gluttony Hustle","70","110","80","95","60",70
"1684","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","#00842","","","Appletun","","Ripen Gluttony Thick Fat","110","85","80","100","80",30
"1686","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","#00843","","","Silicobra","","Sand Spit Shed Skin Sand Veil","52","57","75","35","50",46
"1688","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","#00844","","","Sandaconda","","Sand Spit Shed Skin Sand Veil","72","107","125","65","70",71
"1690","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","#00845","","","Cramorant","","Gulp Missile","70","85","55","85","95",85
"1692","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","#00846","","","Arrokuda","","Swift Swim Propeller Tail","41","63","40","40","30",66
"1694","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","#00847","","","Barraskewda","","Swift Swim Propeller Tail","61","123","60","60","50",136
"1696","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","#00848","","","Toxel","","Rattled Static Klutz","40","38","35","54","35",40
"1698","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","#00849","","","Toxtricity","","Punk Rock Plus Technician","75","98","70","114","70",75
"1700","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","#00850","","","Sizzlipede","","Flash Fire White Smoke Flame Body","50","65","45","50","50",45
"1702","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","#00851","","","Centiskorch","","Flash Fire White Smoke Flame Body","100","115","65","90","90",65
"1704","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","#00852","","","Clobbopus","","Limber Technician","50","68","60","50","50",32
"1706","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","#00853","","","Grapploct","","Limber Technician","80","118","90","70","80",42
"1708","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","#00854","","","Sinistea","","Weak Armor Cursed Body","40","45","45","74","54",50
"1710","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","#00855","","","Polteageist","","Weak Armor Cursed Body","60","65","65","134","114",70
"1712","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","#00856","","","Hatenna","","Healer Anticipation Magic Bounce","42","30","45","56","53",39
"1714","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","#00857","","","Hattrem","","Healer Anticipation Magic Bounce","57","40","65","86","73",49
"1716","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","#00858","","","Hatterene","","Healer Anticipation Magic Bounce","57","90","95","136","103",29
"1718","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","#00859","","","Impidimp","","Prankster Frisk Pickpocket","45","45","30","55","40",50
"1720","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","#00860","","","Morgrem","","Prankster Frisk Pickpocket","65","60","45","75","55",70
"1722","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","#00861","","","Grimmsnarl","","Prankster Frisk Pickpocket","95","120","65","95","75",60
"1724","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","#00862","","","Obstagoon","","Reckless Guts Defiant","93","90","101","60","81",95
"1726","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","#00863","","","Perrserker","","Battle Armor Tough Claws Steely Spirit","70","110","100","50","60",50
"1728","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","#00864","","","Cursola","","Weak Armor Perish Body","60","95","50","145","130",30
"1730","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","#00865","","","Sirfetch'd","","Steadfast Scrappy","62","135","95","68","82",65
"1732","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","#00866","","","Mr. Rime","","Tangled Feet Screen Cleaner Ice Body","80","85","75","110","100",70
"1734","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","#00867","","","Runerigus","","Wandering Spirit","58","95","145","50","105",30
"1736","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","#00868","","","Milcery","","Sweet Veil Aroma Veil","45","40","40","50","61",34
"1738","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","#00869","","","Alcremie","","Sweet Veil Aroma Veil","65","60","75","110","121",64
"1740","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","#00870","","","Falinks","","Battle Armor Defiant","65","100","100","70","60",75
"1742","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","#00871","","","Pincurchin","","Lightning Rod Electric Surge","48","101","95","91","85",15
"1744","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","#00872","","","Snom","","Shield Dust Ice Scales","30","25","35","45","30",20
"1746","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","#00873","","","Frosmoth","","Shield Dust Ice Scales","70","65","60","125","90",65
"1748","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","#00874","","","Stonjourner","","Power Spot","100","125","135","20","20",70
"1750","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","#00875","","","Eiscue","","Ice Face","75","80","110","65","90",50
"1752","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","#00876","","","Indeedee","","Inner Focus Synchronize Psychic Surge","60","65","55","105","95",95
"1754","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","#00877","","","Morpeko","","Hunger Switch","58","95","58","70","58",97
"1756","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","#00878","","","Cufant","","Sheer Force Heavy Metal","72","80","49","40","49",40
"1758","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","#00879","","","Copperajah","","Sheer Force Heavy Metal","122","130","69","80","69",30
"1760","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","#00880","","","Dracozolt","","Volt Absorb Hustle Sand Rush","90","100","90","80","70",75
